abbrev,Date Time,DISCHRG Value,DISCHRG Units,DISCHRG Review Status,DISCHRG Observation Flag,DISCHRG Modified
COLCAMCO,09/15/2004 00:00,1700,cfs,,,09/25/2018 15:16
COLCAMCO,09/16/2004 00:00,1710,cfs,,,09/25/2018 15:16
COLCAMCO,09/17/2004 00:00,1680,cfs,,,09/25/2018 15:16
COLCAMCO,09/18/2004 00:00,1740,cfs,,,09/25/2018 15:16
COLCAMCO,09/19/2004 00:00,1800,cfs,,,09/25/2018 15:16
COLCAMCO,09/20/2004 00:00,2070,cfs,,,09/25/2018 15:16
COLCAMCO,09/21/2004 00:00,2560,cfs,,,09/25/2018 15:16
COLCAMCO,09/22/2004 00:00,2620,cfs,,,09/25/2018 15:16
COLCAMCO,09/23/2004 00:00,2420,cfs,,,09/25/2018 15:16
COLCAMCO,09/24/2004 00:00,2030,cfs,,,09/25/2018 15:16
COLCAMCO,09/25/2004 00:00,1980,cfs,,,09/25/2018 15:16
COLCAMCO,09/26/2004 00:00,1840,cfs,,,09/25/2018 15:16
COLCAMCO,09/27/2004 00:00,1700,cfs,,,09/25/2018 15:16
COLCAMCO,09/28/2004 00:00,1640,cfs,,,09/25/2018 15:16
COLCAMCO,09/29/2004 00:00,1660,cfs,,,09/25/2018 15:16
COLCAMCO,09/30/2004 00:00,1870,cfs,,,09/25/2018 15:16
COLCAMCO,10/01/2004 00:00,2110,cfs,,,09/25/2018 15:16
COLCAMCO,10/02/2004 00:00,2230,cfs,,,09/25/2018 15:16
COLCAMCO,10/03/2004 00:00,2300,cfs,,,09/25/2018 15:16
COLCAMCO,10/04/2004 00:00,2320,cfs,,,09/25/2018 15:16
COLCAMCO,10/05/2004 00:00,2260,cfs,,,09/25/2018 15:16
COLCAMCO,10/06/2004 00:00,2230,cfs,,,09/25/2018 15:16
COLCAMCO,10/07/2004 00:00,2270,cfs,,,09/25/2018 15:16
COLCAMCO,10/08/2004 00:00,2250,cfs,,,09/25/2018 15:16
COLCAMCO,10/09/2004 00:00,2040,cfs,,,09/25/2018 15:16
COLCAMCO,10/10/2004 00:00,2050,cfs,,,09/25/2018 15:16
COLCAMCO,10/11/2004 00:00,2140,cfs,,,09/25/2018 15:16
COLCAMCO,10/12/2004 00:00,2130,cfs,,,09/25/2018 15:16
COLCAMCO,10/13/2004 00:00,2210,cfs,,,09/25/2018 15:16
COLCAMCO,10/14/2004 00:00,2310,cfs,,,09/25/2018 15:16
COLCAMCO,10/15/2004 00:00,2330,cfs,,,09/25/2018 15:16
COLCAMCO,10/16/2004 00:00,2250,cfs,,,09/25/2018 15:16
COLCAMCO,10/17/2004 00:00,2320,cfs,,,09/25/2018 15:16
COLCAMCO,10/18/2004 00:00,2340,cfs,,,09/25/2018 15:16
COLCAMCO,10/19/2004 00:00,2400,cfs,,,09/25/2018 15:16
COLCAMCO,10/20/2004 00:00,2300,cfs,,,09/25/2018 15:16
COLCAMCO,10/21/2004 00:00,2220,cfs,,,09/25/2018 15:16
COLCAMCO,10/22/2004 00:00,2050,cfs,,,09/25/2018 15:16
COLCAMCO,10/23/2004 00:00,2080,cfs,,,09/25/2018 15:16
COLCAMCO,10/24/2004 00:00,2100,cfs,,,09/25/2018 15:16
COLCAMCO,10/25/2004 00:00,2140,cfs,,,09/25/2018 15:16
COLCAMCO,10/26/2004 00:00,2210,cfs,,,09/25/2018 15:16
COLCAMCO,10/27/2004 00:00,2190,cfs,,,09/25/2018 15:16
COLCAMCO,10/28/2004 00:00,2320,cfs,,,09/25/2018 15:16
COLCAMCO,10/29/2004 00:00,2340,cfs,,,09/25/2018 15:16
COLCAMCO,10/30/2004 00:00,2220,cfs,,,09/25/2018 15:16
COLCAMCO,10/31/2004 00:00,2310,cfs,,,09/25/2018 15:16
COLCAMCO,11/01/2004 00:00,2260,cfs,,,09/25/2018 15:16
COLCAMCO,11/02/2004 00:00,2200,cfs,,,09/25/2018 15:16
COLCAMCO,11/03/2004 00:00,2110,cfs,,,09/25/2018 15:16
COLCAMCO,11/04/2004 00:00,2220,cfs,,,09/25/2018 15:16
COLCAMCO,11/05/2004 00:00,2120,cfs,,,09/25/2018 15:16
COLCAMCO,11/06/2004 00:00,2130,cfs,,,09/25/2018 15:16
COLCAMCO,11/07/2004 00:00,2120,cfs,,,09/25/2018 15:16
COLCAMCO,11/08/2004 00:00,2040,cfs,,,09/25/2018 15:16
COLCAMCO,11/09/2004 00:00,2000,cfs,,,09/25/2018 15:16
COLCAMCO,11/10/2004 00:00,2060,cfs,,,09/25/2018 15:16
COLCAMCO,11/11/2004 00:00,2030,cfs,,,09/25/2018 15:16
COLCAMCO,11/12/2004 00:00,2100,cfs,,,09/25/2018 15:16
COLCAMCO,11/13/2004 00:00,2210,cfs,,,09/25/2018 15:16
COLCAMCO,11/14/2004 00:00,2190,cfs,,,09/25/2018 15:16
COLCAMCO,11/15/2004 00:00,2160,cfs,,,09/25/2018 15:16
COLCAMCO,11/16/2004 00:00,2180,cfs,,,09/25/2018 15:16
COLCAMCO,11/17/2004 00:00,2150,cfs,,,09/25/2018 15:16
COLCAMCO,11/18/2004 00:00,2060,cfs,,,09/25/2018 15:16
COLCAMCO,11/19/2004 00:00,1940,cfs,,,09/25/2018 15:16
COLCAMCO,11/20/2004 00:00,1870,cfs,,,09/25/2018 15:16
COLCAMCO,11/21/2004 00:00,1860,cfs,,,09/25/2018 15:16
COLCAMCO,11/22/2004 00:00,1960,cfs,,,09/25/2018 15:16
COLCAMCO,11/23/2004 00:00,1920,cfs,,,09/25/2018 15:16
COLCAMCO,11/24/2004 00:00,1890,cfs,,,09/25/2018 15:16
COLCAMCO,11/25/2004 00:00,1840,cfs,,,09/25/2018 15:16
COLCAMCO,11/26/2004 00:00,1940,cfs,,,09/25/2018 15:16
COLCAMCO,11/27/2004 00:00,1910,cfs,,,09/25/2018 15:16
COLCAMCO,11/28/2004 00:00,1950,cfs,,,09/25/2018 15:16
COLCAMCO,11/29/2004 00:00,1920,cfs,,,09/25/2018 15:16
COLCAMCO,11/30/2004 00:00,1660,cfs,,,09/25/2018 15:16
COLCAMCO,12/01/2004 00:00,1290,cfs,,,09/25/2018 15:16
COLCAMCO,12/02/2004 00:00,1170,cfs,,,09/25/2018 15:16
COLCAMCO,12/03/2004 00:00,1470,cfs,,,09/25/2018 15:16
COLCAMCO,12/04/2004 00:00,2400,cfs,,,09/25/2018 15:16
COLCAMCO,12/05/2004 00:00,,cfs,,,
COLCAMCO,12/06/2004 00:00,1650,cfs,,,09/25/2018 15:16
COLCAMCO,12/07/2004 00:00,1660,cfs,,,09/25/2018 15:16
COLCAMCO,12/08/2004 00:00,1570,cfs,,,09/25/2018 15:16
COLCAMCO,12/09/2004 00:00,1540,cfs,,,09/25/2018 15:16
COLCAMCO,12/10/2004 00:00,1660,cfs,,,09/25/2018 15:16
COLCAMCO,12/11/2004 00:00,1650,cfs,,,09/25/2018 15:16
COLCAMCO,12/12/2004 00:00,1570,cfs,,,09/25/2018 15:16
COLCAMCO,12/13/2004 00:00,1550,cfs,,,09/25/2018 15:16
COLCAMCO,12/14/2004 00:00,1540,cfs,,,09/25/2018 15:16
COLCAMCO,12/15/2004 00:00,1500,cfs,,,09/25/2018 15:16
COLCAMCO,12/16/2004 00:00,1490,cfs,,,09/25/2018 15:16
COLCAMCO,12/17/2004 00:00,1480,cfs,,,09/25/2018 15:16
COLCAMCO,12/18/2004 00:00,1320,cfs,,,09/25/2018 15:16
COLCAMCO,12/19/2004 00:00,1320,cfs,,,09/25/2018 15:16
COLCAMCO,12/20/2004 00:00,1230,cfs,,,09/25/2018 15:16
COLCAMCO,12/21/2004 00:00,1390,cfs,,,09/25/2018 15:16
COLCAMCO,12/22/2004 00:00,1420,cfs,,,09/25/2018 15:16
COLCAMCO,12/23/2004 00:00,2700,cfs,,,09/25/2018 15:16
COLCAMCO,12/24/2004 00:00,1490,cfs,,,09/25/2018 15:16
COLCAMCO,12/25/2004 00:00,1400,cfs,,,09/25/2018 15:16
COLCAMCO,12/26/2004 00:00,2090,cfs,,,09/25/2018 15:16
COLCAMCO,12/27/2004 00:00,1450,cfs,,,09/25/2018 15:16
COLCAMCO,12/28/2004 00:00,1360,cfs,,,09/25/2018 15:16
COLCAMCO,12/29/2004 00:00,1580,cfs,,,09/25/2018 15:16
COLCAMCO,12/30/2004 00:00,2150,cfs,,,09/25/2018 15:16
COLCAMCO,12/31/2004 00:00,1560,cfs,,,09/25/2018 15:16
COLCAMCO,01/01/2005 00:00,1450,cfs,,,09/25/2018 15:16
COLCAMCO,01/02/2005 00:00,1430,cfs,,,09/25/2018 15:16
COLCAMCO,01/03/2005 00:00,1320,cfs,,,09/25/2018 15:16
COLCAMCO,01/04/2005 00:00,1320,cfs,,,09/25/2018 15:16
COLCAMCO,01/05/2005 00:00,1380,cfs,,,09/25/2018 15:16
COLCAMCO,01/06/2005 00:00,1410,cfs,,,09/25/2018 15:16
COLCAMCO,01/07/2005 00:00,1370,cfs,,,09/25/2018 15:16
COLCAMCO,01/08/2005 00:00,1300,cfs,,,09/25/2018 15:16
COLCAMCO,01/09/2005 00:00,1460,cfs,,,09/25/2018 15:16
COLCAMCO,01/10/2005 00:00,1840,cfs,,,09/25/2018 15:16
COLCAMCO,01/11/2005 00:00,2750,cfs,,,09/25/2018 15:16
COLCAMCO,01/12/2005 00:00,2670,cfs,,,09/25/2018 15:16
COLCAMCO,01/13/2005 00:00,1750,cfs,,,09/25/2018 15:16
COLCAMCO,01/14/2005 00:00,1430,cfs,,,09/25/2018 15:16
COLCAMCO,01/15/2005 00:00,1360,cfs,,,09/25/2018 15:16
COLCAMCO,01/16/2005 00:00,1410,cfs,,,09/25/2018 15:16
COLCAMCO,01/17/2005 00:00,1440,cfs,,,09/25/2018 15:16
COLCAMCO,01/18/2005 00:00,1510,cfs,,,09/25/2018 15:16
COLCAMCO,01/19/2005 00:00,1470,cfs,,,09/25/2018 15:16
COLCAMCO,01/20/2005 00:00,1470,cfs,,,09/25/2018 15:16
COLCAMCO,01/21/2005 00:00,1430,cfs,,,09/25/2018 15:16
COLCAMCO,01/22/2005 00:00,1420,cfs,,,09/25/2018 15:16
COLCAMCO,01/23/2005 00:00,1400,cfs,,,09/25/2018 15:16
COLCAMCO,01/24/2005 00:00,1360,cfs,,,09/25/2018 15:16
COLCAMCO,01/25/2005 00:00,1320,cfs,,,09/25/2018 15:16
COLCAMCO,01/26/2005 00:00,1370,cfs,,,09/25/2018 15:16
COLCAMCO,01/27/2005 00:00,1360,cfs,,,09/25/2018 15:16
COLCAMCO,01/28/2005 00:00,1450,cfs,,,09/25/2018 15:16
COLCAMCO,01/29/2005 00:00,1410,cfs,,,09/25/2018 15:16
COLCAMCO,01/30/2005 00:00,1390,cfs,,,09/25/2018 15:16
COLCAMCO,01/31/2005 00:00,1350,cfs,,,09/25/2018 15:16
COLCAMCO,02/01/2005 00:00,1350,cfs,,,09/25/2018 15:16
COLCAMCO,02/02/2005 00:00,1290,cfs,,,09/25/2018 15:16
COLCAMCO,02/03/2005 00:00,1230,cfs,,,09/25/2018 15:16
COLCAMCO,02/04/2005 00:00,1180,cfs,,,09/25/2018 15:16
COLCAMCO,02/05/2005 00:00,1230,cfs,,,09/25/2018 15:16
COLCAMCO,02/06/2005 00:00,1230,cfs,,,09/25/2018 15:16
COLCAMCO,02/07/2005 00:00,1250,cfs,,,09/25/2018 15:16
COLCAMCO,02/08/2005 00:00,1280,cfs,,,09/25/2018 15:16
COLCAMCO,02/09/2005 00:00,1280,cfs,,,09/25/2018 15:16
COLCAMCO,02/10/2005 00:00,1190,cfs,,,09/25/2018 15:16
COLCAMCO,02/11/2005 00:00,1170,cfs,,,09/25/2018 15:16
COLCAMCO,02/12/2005 00:00,1210,cfs,,,09/25/2018 15:16
COLCAMCO,02/13/2005 00:00,1280,cfs,,,09/25/2018 15:16
COLCAMCO,02/14/2005 00:00,1270,cfs,,,09/25/2018 15:16
COLCAMCO,02/15/2005 00:00,1290,cfs,,,09/25/2018 15:16
COLCAMCO,02/16/2005 00:00,1320,cfs,,,09/25/2018 15:16
COLCAMCO,02/17/2005 00:00,1290,cfs,,,09/25/2018 15:16
COLCAMCO,02/18/2005 00:00,1180,cfs,,,09/25/2018 15:16
COLCAMCO,02/19/2005 00:00,1200,cfs,,,09/25/2018 15:16
COLCAMCO,02/20/2005 00:00,1370,cfs,,,09/25/2018 15:16
COLCAMCO,02/21/2005 00:00,1320,cfs,,,09/25/2018 15:16
COLCAMCO,02/22/2005 00:00,1360,cfs,,,09/25/2018 15:16
COLCAMCO,02/23/2005 00:00,1340,cfs,,,09/25/2018 15:16
COLCAMCO,02/24/2005 00:00,1290,cfs,,,09/25/2018 15:16
COLCAMCO,02/25/2005 00:00,1200,cfs,,,09/25/2018 15:16
COLCAMCO,02/26/2005 00:00,1200,cfs,,,09/25/2018 15:16
COLCAMCO,02/27/2005 00:00,1290,cfs,,,09/25/2018 15:16
COLCAMCO,02/28/2005 00:00,1220,cfs,,,09/25/2018 15:16
COLCAMCO,03/01/2005 00:00,1190,cfs,,,09/25/2018 15:16
COLCAMCO,03/02/2005 00:00,1230,cfs,,,09/25/2018 15:16
COLCAMCO,03/03/2005 00:00,1230,cfs,,,09/25/2018 15:16
COLCAMCO,03/04/2005 00:00,1210,cfs,,,09/25/2018 15:16
COLCAMCO,03/05/2005 00:00,1180,cfs,,,09/25/2018 15:16
COLCAMCO,03/06/2005 00:00,1210,cfs,,,09/25/2018 15:16
COLCAMCO,03/07/2005 00:00,1250,cfs,,,09/25/2018 15:16
COLCAMCO,03/08/2005 00:00,1300,cfs,,,09/25/2018 15:16
COLCAMCO,03/09/2005 00:00,1240,cfs,,,09/25/2018 15:16
COLCAMCO,03/10/2005 00:00,1340,cfs,,,09/25/2018 15:16
COLCAMCO,03/11/2005 00:00,1410,cfs,,,09/25/2018 15:16
COLCAMCO,03/12/2005 00:00,1520,cfs,,,09/25/2018 15:16
COLCAMCO,03/13/2005 00:00,1500,cfs,,,09/25/2018 15:16
COLCAMCO,03/14/2005 00:00,1590,cfs,,,09/25/2018 15:16
COLCAMCO,03/15/2005 00:00,1480,cfs,,,09/25/2018 15:16
COLCAMCO,03/16/2005 00:00,1370,cfs,,,09/25/2018 15:16
COLCAMCO,03/17/2005 00:00,1450,cfs,,,09/25/2018 15:16
COLCAMCO,03/18/2005 00:00,1460,cfs,,,09/25/2018 15:16
COLCAMCO,03/19/2005 00:00,1390,cfs,,,09/25/2018 15:16
COLCAMCO,03/20/2005 00:00,1490,cfs,,,09/25/2018 15:16
COLCAMCO,03/21/2005 00:00,1500,cfs,,,09/25/2018 15:16
COLCAMCO,03/22/2005 00:00,1490,cfs,,,09/25/2018 15:16
COLCAMCO,03/23/2005 00:00,1460,cfs,,,09/25/2018 15:16
COLCAMCO,03/24/2005 00:00,1540,cfs,,,09/25/2018 15:16
COLCAMCO,03/25/2005 00:00,1580,cfs,,,09/25/2018 15:16
COLCAMCO,03/26/2005 00:00,1610,cfs,,,09/25/2018 15:16
COLCAMCO,03/27/2005 00:00,1540,cfs,,,09/25/2018 15:16
COLCAMCO,03/28/2005 00:00,1500,cfs,,,09/25/2018 15:16
COLCAMCO,03/29/2005 00:00,1530,cfs,,,09/25/2018 15:16
COLCAMCO,03/30/2005 00:00,1670,cfs,,,09/25/2018 15:16
COLCAMCO,03/31/2005 00:00,1710,cfs,,,09/25/2018 15:16
COLCAMCO,04/01/2005 00:00,1660,cfs,,,09/25/2018 15:16
COLCAMCO,04/02/2005 00:00,1640,cfs,,,09/25/2018 15:16
COLCAMCO,04/03/2005 00:00,1640,cfs,,,09/25/2018 15:16
COLCAMCO,04/04/2005 00:00,1730,cfs,,,09/25/2018 15:16
COLCAMCO,04/05/2005 00:00,1910,cfs,,,09/25/2018 15:16
COLCAMCO,04/06/2005 00:00,2040,cfs,,,09/25/2018 15:16
COLCAMCO,04/07/2005 00:00,2040,cfs,,,09/25/2018 15:16
COLCAMCO,04/08/2005 00:00,2260,cfs,,,09/25/2018 15:16
COLCAMCO,04/09/2005 00:00,2530,cfs,,,09/25/2018 15:16
COLCAMCO,04/10/2005 00:00,2560,cfs,,,09/25/2018 15:16
COLCAMCO,04/11/2005 00:00,2340,cfs,,,09/25/2018 15:16
COLCAMCO,04/12/2005 00:00,1990,cfs,,,09/25/2018 15:16
COLCAMCO,04/13/2005 00:00,1920,cfs,,,09/25/2018 15:16
COLCAMCO,04/14/2005 00:00,1920,cfs,,,09/25/2018 15:16
COLCAMCO,04/15/2005 00:00,2220,cfs,,,09/25/2018 15:16
COLCAMCO,04/16/2005 00:00,2710,cfs,,,09/25/2018 15:16
COLCAMCO,04/17/2005 00:00,3030,cfs,,,09/25/2018 15:16
COLCAMCO,04/18/2005 00:00,3520,cfs,,,09/25/2018 15:16
COLCAMCO,04/19/2005 00:00,3950,cfs,,,09/25/2018 15:16
COLCAMCO,04/20/2005 00:00,4230,cfs,,,09/25/2018 15:16
COLCAMCO,04/21/2005 00:00,4260,cfs,,,09/25/2018 15:16
COLCAMCO,04/22/2005 00:00,3810,cfs,,,09/25/2018 15:16
COLCAMCO,04/23/2005 00:00,3440,cfs,,,09/25/2018 15:16
COLCAMCO,04/24/2005 00:00,3540,cfs,,,09/25/2018 15:16
COLCAMCO,04/25/2005 00:00,4210,cfs,,,09/25/2018 15:16
COLCAMCO,04/26/2005 00:00,4180,cfs,,,09/25/2018 15:16
COLCAMCO,04/27/2005 00:00,3980,cfs,,,09/25/2018 15:16
COLCAMCO,04/28/2005 00:00,3940,cfs,,,09/25/2018 15:16
COLCAMCO,04/29/2005 00:00,4040,cfs,,,09/25/2018 15:16
COLCAMCO,04/30/2005 00:00,3950,cfs,,,09/25/2018 15:16
COLCAMCO,05/01/2005 00:00,3670,cfs,,,09/25/2018 15:16
COLCAMCO,05/02/2005 00:00,3480,cfs,,,09/25/2018 15:16
COLCAMCO,05/03/2005 00:00,3250,cfs,,,09/25/2018 15:16
COLCAMCO,05/04/2005 00:00,3160,cfs,,,09/25/2018 15:16
COLCAMCO,05/05/2005 00:00,3190,cfs,,,09/25/2018 15:16
COLCAMCO,05/06/2005 00:00,3400,cfs,,,09/25/2018 15:16
COLCAMCO,05/07/2005 00:00,3900,cfs,,,09/25/2018 15:16
COLCAMCO,05/08/2005 00:00,4510,cfs,,,09/25/2018 15:16
COLCAMCO,05/09/2005 00:00,4380,cfs,,,09/25/2018 15:16
COLCAMCO,05/10/2005 00:00,4430,cfs,,,09/25/2018 15:16
COLCAMCO,05/11/2005 00:00,5080,cfs,,,09/25/2018 15:16
COLCAMCO,05/12/2005 00:00,5310,cfs,,,09/25/2018 15:16
COLCAMCO,05/13/2005 00:00,4940,cfs,,,09/25/2018 15:16
COLCAMCO,05/14/2005 00:00,4630,cfs,,,09/25/2018 15:16
COLCAMCO,05/15/2005 00:00,4580,cfs,,,09/25/2018 15:16
COLCAMCO,05/16/2005 00:00,5000,cfs,,,09/25/2018 15:16
COLCAMCO,05/17/2005 00:00,6270,cfs,,,09/25/2018 15:16
COLCAMCO,05/18/2005 00:00,7240,cfs,,,09/25/2018 15:16
COLCAMCO,05/19/2005 00:00,7110,cfs,,,09/25/2018 15:16
COLCAMCO,05/20/2005 00:00,8690,cfs,,,09/25/2018 15:16
COLCAMCO,05/21/2005 00:00,11600,cfs,,,09/25/2018 15:16
COLCAMCO,05/22/2005 00:00,14200,cfs,,,09/25/2018 15:16
COLCAMCO,05/23/2005 00:00,15900,cfs,,,09/25/2018 15:16
COLCAMCO,05/24/2005 00:00,16700,cfs,,,09/25/2018 15:16
COLCAMCO,05/25/2005 00:00,16800,cfs,,,09/25/2018 15:16
COLCAMCO,05/26/2005 00:00,15900,cfs,,,09/25/2018 15:16
COLCAMCO,05/27/2005 00:00,14600,cfs,,,09/25/2018 15:16
COLCAMCO,05/28/2005 00:00,13200,cfs,,,09/25/2018 15:16
COLCAMCO,05/29/2005 00:00,12100,cfs,,,09/25/2018 15:16
COLCAMCO,05/30/2005 00:00,11400,cfs,,,09/25/2018 15:16
COLCAMCO,05/31/2005 00:00,11200,cfs,,,09/25/2018 15:16
COLCAMCO,06/01/2005 00:00,10100,cfs,,,09/25/2018 15:16
COLCAMCO,06/02/2005 00:00,9620,cfs,,,09/25/2018 15:16
COLCAMCO,06/03/2005 00:00,11000,cfs,,,09/25/2018 15:16
COLCAMCO,06/04/2005 00:00,11500,cfs,,,09/25/2018 15:16
COLCAMCO,06/05/2005 00:00,10600,cfs,,,09/25/2018 15:16
COLCAMCO,06/06/2005 00:00,9840,cfs,,,09/25/2018 15:16
COLCAMCO,06/07/2005 00:00,9750,cfs,,,09/25/2018 15:16
COLCAMCO,06/08/2005 00:00,9660,cfs,,,09/25/2018 15:16
COLCAMCO,06/09/2005 00:00,9490,cfs,,,09/25/2018 15:16
COLCAMCO,06/10/2005 00:00,9690,cfs,,,09/25/2018 15:16
COLCAMCO,06/11/2005 00:00,9150,cfs,,,09/25/2018 15:16
COLCAMCO,06/12/2005 00:00,8540,cfs,,,09/25/2018 15:16
COLCAMCO,06/13/2005 00:00,8360,cfs,,,09/25/2018 15:16
COLCAMCO,06/14/2005 00:00,7590,cfs,,,09/25/2018 15:16
COLCAMCO,06/15/2005 00:00,7270,cfs,,,09/25/2018 15:16
COLCAMCO,06/16/2005 00:00,7800,cfs,,,09/25/2018 15:16
COLCAMCO,06/17/2005 00:00,9130,cfs,,,09/25/2018 15:16
COLCAMCO,06/18/2005 00:00,10300,cfs,,,09/25/2018 15:16
COLCAMCO,06/19/2005 00:00,11500,cfs,,,09/25/2018 15:16
COLCAMCO,06/20/2005 00:00,12200,cfs,,,09/25/2018 15:16
COLCAMCO,06/21/2005 00:00,12200,cfs,,,09/25/2018 15:16
COLCAMCO,06/22/2005 00:00,12700,cfs,,,09/25/2018 15:16
COLCAMCO,06/23/2005 00:00,13100,cfs,,,09/25/2018 15:16
COLCAMCO,06/24/2005 00:00,13200,cfs,,,09/25/2018 15:16
COLCAMCO,06/25/2005 00:00,12600,cfs,,,09/25/2018 15:16
COLCAMCO,06/26/2005 00:00,12200,cfs,,,09/25/2018 15:16
COLCAMCO,06/27/2005 00:00,11600,cfs,,,09/25/2018 15:16
COLCAMCO,06/28/2005 00:00,10600,cfs,,,09/25/2018 15:16
COLCAMCO,06/29/2005 00:00,10800,cfs,,,09/25/2018 15:16
COLCAMCO,06/30/2005 00:00,10900,cfs,,,09/25/2018 15:16
COLCAMCO,07/01/2005 00:00,9920,cfs,,,09/25/2018 15:16
COLCAMCO,07/02/2005 00:00,9600,cfs,,,09/25/2018 15:16
COLCAMCO,07/03/2005 00:00,9340,cfs,,,09/25/2018 15:16
COLCAMCO,07/04/2005 00:00,8690,cfs,,,09/25/2018 15:16
COLCAMCO,07/05/2005 00:00,8020,cfs,,,09/25/2018 15:16
COLCAMCO,07/06/2005 00:00,7540,cfs,,,09/25/2018 15:16
COLCAMCO,07/07/2005 00:00,7010,cfs,,,09/25/2018 15:16
COLCAMCO,07/08/2005 00:00,6470,cfs,,,09/25/2018 15:16
COLCAMCO,07/09/2005 00:00,6160,cfs,,,09/25/2018 15:16
COLCAMCO,07/10/2005 00:00,5920,cfs,,,09/25/2018 15:16
COLCAMCO,07/11/2005 00:00,5580,cfs,,,09/25/2018 15:16
COLCAMCO,07/12/2005 00:00,5280,cfs,,,09/25/2018 15:16
COLCAMCO,07/13/2005 00:00,5160,cfs,,,09/25/2018 15:16
COLCAMCO,07/14/2005 00:00,5110,cfs,,,09/25/2018 15:16
COLCAMCO,07/15/2005 00:00,5080,cfs,,,09/25/2018 15:16
COLCAMCO,07/16/2005 00:00,4980,cfs,,,09/25/2018 15:16
COLCAMCO,07/17/2005 00:00,4790,cfs,,,09/25/2018 15:16
COLCAMCO,07/18/2005 00:00,4640,cfs,,,09/25/2018 15:16
COLCAMCO,07/19/2005 00:00,4350,cfs,,,09/25/2018 15:16
COLCAMCO,07/20/2005 00:00,4120,cfs,,,09/25/2018 15:16
COLCAMCO,07/21/2005 00:00,3900,cfs,,,09/25/2018 15:16
COLCAMCO,07/22/2005 00:00,3710,cfs,,,09/25/2018 15:16
COLCAMCO,07/23/2005 00:00,3620,cfs,,,09/25/2018 15:16
COLCAMCO,07/24/2005 00:00,3950,cfs,,,09/25/2018 15:16
COLCAMCO,07/25/2005 00:00,4420,cfs,,,09/25/2018 15:16
COLCAMCO,07/26/2005 00:00,4940,cfs,,,09/25/2018 15:16
COLCAMCO,07/27/2005 00:00,4740,cfs,,,09/25/2018 15:16
COLCAMCO,07/28/2005 00:00,4140,cfs,,,09/25/2018 15:16
COLCAMCO,07/29/2005 00:00,3580,cfs,,,09/25/2018 15:16
COLCAMCO,07/30/2005 00:00,3250,cfs,,,09/25/2018 15:16
COLCAMCO,07/31/2005 00:00,3130,cfs,,,09/25/2018 15:16
COLCAMCO,08/01/2005 00:00,3110,cfs,,,09/25/2018 15:16
COLCAMCO,08/02/2005 00:00,3150,cfs,,,09/25/2018 15:16
COLCAMCO,08/03/2005 00:00,3220,cfs,,,09/25/2018 15:16
COLCAMCO,08/04/2005 00:00,3140,cfs,,,09/25/2018 15:16
COLCAMCO,08/05/2005 00:00,3400,cfs,,,09/25/2018 15:16
COLCAMCO,08/06/2005 00:00,3590,cfs,,,09/25/2018 15:16
COLCAMCO,08/07/2005 00:00,3260,cfs,,,09/25/2018 15:16
COLCAMCO,08/08/2005 00:00,3080,cfs,,,09/25/2018 15:16
COLCAMCO,08/09/2005 00:00,2860,cfs,,,09/25/2018 15:16
COLCAMCO,08/10/2005 00:00,2820,cfs,,,09/25/2018 15:16
COLCAMCO,08/11/2005 00:00,2930,cfs,,,09/25/2018 15:16
COLCAMCO,08/12/2005 00:00,2870,cfs,,,09/25/2018 15:16
COLCAMCO,08/13/2005 00:00,2930,cfs,,,09/25/2018 15:16
COLCAMCO,08/14/2005 00:00,2730,cfs,,,09/25/2018 15:16
COLCAMCO,08/15/2005 00:00,2620,cfs,,,09/25/2018 15:16
COLCAMCO,08/16/2005 00:00,2600,cfs,,,09/25/2018 15:16
COLCAMCO,08/17/2005 00:00,2640,cfs,,,09/25/2018 15:16
COLCAMCO,08/18/2005 00:00,2630,cfs,,,09/25/2018 15:16
COLCAMCO,08/19/2005 00:00,2660,cfs,,,09/25/2018 15:16
COLCAMCO,08/20/2005 00:00,2750,cfs,,,09/25/2018 15:16
COLCAMCO,08/21/2005 00:00,2730,cfs,,,09/25/2018 15:16
COLCAMCO,08/22/2005 00:00,2790,cfs,,,09/25/2018 15:16
COLCAMCO,08/23/2005 00:00,2790,cfs,,,09/25/2018 15:16
COLCAMCO,08/24/2005 00:00,2880,cfs,,,09/25/2018 15:16
COLCAMCO,08/25/2005 00:00,2830,cfs,,,09/25/2018 15:16
COLCAMCO,08/26/2005 00:00,2810,cfs,,,09/25/2018 15:16
COLCAMCO,08/27/2005 00:00,2930,cfs,,,09/25/2018 15:16
COLCAMCO,08/28/2005 00:00,2870,cfs,,,09/25/2018 15:16
COLCAMCO,08/29/2005 00:00,2770,cfs,,,09/25/2018 15:16
COLCAMCO,08/30/2005 00:00,2670,cfs,,,09/25/2018 15:16
COLCAMCO,08/31/2005 00:00,2580,cfs,,,09/25/2018 15:16
COLCAMCO,09/01/2005 00:00,2540,cfs,,,09/25/2018 15:16
COLCAMCO,09/02/2005 00:00,2520,cfs,,,09/25/2018 15:16
COLCAMCO,09/03/2005 00:00,2520,cfs,,,09/25/2018 15:16
COLCAMCO,09/04/2005 00:00,2590,cfs,,,09/25/2018 15:16
COLCAMCO,09/05/2005 00:00,2540,cfs,,,09/25/2018 15:16
COLCAMCO,09/06/2005 00:00,2540,cfs,,,09/25/2018 15:16
